gene,selection_intensity,ci_low_95,ci_high_95
APLP2,2043.25365938859,339.751024719713,6309.23737888399
OPCML,216.27715711669,35.9624463879877,667.828861701062
IGSF9B,764.785675247722,127.168150266525,2361.53415109544
B3GAT1,635.109725875716,105.605689905418,1961.11650420487
LRTM2,2363.39481645002,392.983945640018,7297.77941010793
CACNA1C,325.749604013365,54.1654673025743,1005.86199005712
PRMT8,38.8051752100037,6.452503169838,119.824095337323
AKAP3,130.456866204411,21.6922976269223,402.829615191483
KCNA5,278.076832953054,46.2384625714477,858.65602981116
VWF,256.8227639996,42.7043075901649,793.029117754026
ACSM4,277.788762057904,46.1905544277183,857.766888681665
CD163,1449.48435075747,241.019298313324,4475.77177238851
FOXJ2,2343.30565706127,389.642304896298,7235.8048963587
MFAP5,196.8310470109,32.7289588579281,607.782353602263
A2ML1,135.377969426538,22.5105687109296,418.025169961619
PZP,123.835388233643,20.5912795856837,382.383878683774
KLRC2,490.7684480034,81.6045806419008,1515.41497430821
GPRC5A,5134.65300033896,1594.0479933544,11928.2486081089
GRIN2B,53.2380136423623,8.85238844915929,164.390313393757
ATF7IP,1556.3935875526,258.796183904614,4805.89297603286
PDE3A,333.247232392419,55.4121714328999,1029.01337971422
SLCO1C1,342.424770087018,79.0011592676235,924.898028145936
BCAT1,220.171612349009,36.6100185908477,679.854117502366
KRAS,220653.65411174,138933.514083641,337912.257000629
ITPR2,284.050897304221,47.2318134938622,877.103207536182
OVCH1,114.217808743386,28.4045838504732,296.178270785141
TMTC1,315.076197886651,52.3906798764489,972.904165710841
DDX11,859.882635725683,142.980822089193,2655.17797127212
PKP2,515.580139624703,85.7303657989508,1592.02833531284
SYT10,120.234967188638,19.9926014756916,371.266242756407
ABCD2,139.497510255377,23.195568590087,430.745922414644
ADAMTS20,1043.20139194857,173.462949910311,3221.23708822659
DBX2,397.529423490731,66.1009834518401,1227.50600912869
SLC38A1,2073.12468078357,344.718048153101,6401.47069351519
KMT2D,417.889336293624,69.4864075411807,1290.37525608785
KRT84,269.889482868284,44.8770811234772,833.374723336056
KRT6B,281.941688177759,46.8811054101265,870.590006619255
KRT5,67.9968648430915,11.3064689685211,209.963047204289
