gene,selection_intensity,ci_low_95,ci_high_95
SPAG17,441.86647339053,73.4732195526464,1364.41676406323
HAO2,551.416267915408,91.6891608252924,1702.68226014657
NOTCH2,425.989174935545,70.8332808699315,1315.3844507608
NBPF16,2843.4195127796,472.802231310487,8780.01260489234
HIST2H2AC,1315.39205036786,218.72265623209,4061.71560871795
MTMR11,594.023772537346,98.7739834558086,1834.24763042968
PLEKHO1,63.9927754505397,10.6406815873138,197.59940671261
APH1A,825.279924116624,137.227149320311,2548.32818782071
TARS2,765.870771246956,127.348614495124,2364.88318205879
SELENBP1,1778.54230526564,295.735032634014,5491.84764065072
CELF3,366.389400027648,60.9230516919728,1131.35007817405
TCHH,557.992342397021,123.929398595502,1536.00094441279
RPTN,1081.30373295181,268.907533763201,2803.92536493113
HRNR,844.133458411351,140.362084975194,2606.54583365129
FLG,242.534360223243,60.3154176510608,628.916238300289
LCE3E,111.47117139138,18.5353681182546,344.204786942038
LCE2C,204.848907049016,34.0621715157501,632.539866452137
SPRR1A,169.25220190621,28.1431700990856,522.623085154884
SPRR3,525.549767590447,240.167384264788,978.28313090392
SPRR1B,1360.53460812458,226.228856547865,4201.10422047119
LELP1,156.287238797971,25.9873556497329,482.589512507451
PGLYRP4,450.443117442916,74.899450778251,1390.89480742041
S100A7A,316.764488390591,52.6714401753676,978.116770265122
JTB,2396.8402893479,398.545375924405,7401.04887843355
AQP10,934.807944258631,155.439381261373,2886.53450935216
RUSC1,216.955627405257,36.0752465279233,669.924596578628
ASH1L,540.772938554319,89.919462838444,1669.81770889628
MSTO1,935.030249262049,155.476384674725,2887.21903081508
RIT1,1462.9268405001,255.105587773183,4446.13067309165
RAB25,1122.48412508418,186.645330580237,3466.03530192329
RHBG,141.425556349985,23.5161791242377,436.699805854668
GPATCH4,2050.75889952341,340.999124878183,6332.40580246729
NES,434.45030349503,72.2401869217372,1341.51117496541
SH2D2A,485.764981273137,80.772664454347,1499.9602970861
NTRK1,656.166121391442,109.106986221087,2026.13263161826
ARHGEF11,374.989322977284,62.3530333717003,1157.90571530559
FCRL4,566.146724013114,94.1385738762553,1748.16840978313
FCRL2,150.90503341493,25.0924133394228,465.969926515387
CD5L,64.6642113058167,10.7523338758008,199.672533765666
KIRREL,226.362582910313,37.6394519171728,698.97073688797
CD1D,222.219785518569,36.9505918493043,686.17835156838
CD1A,2285.78198624779,380.078586516862,7058.12128070609
CD1C,100.623809913535,16.731676736763,310.709788022402
CD1B,43.1276699878876,7.17124627237267,133.171194095636
OR10T2,347.778008577078,57.8283537431443,1073.88147006048
OR10K2,136.176408346984,22.6433414663494,420.49046737473
OR6Y1,175.674161336708,29.2110215478174,542.453369187002
OR10X1,97.9449121607402,16.2862291337831,302.437829845452
OR10Z1,29.7707139732623,4.95025833056453,91.9271091036742
SPTA1,1089.10651345416,196.150413320036,3272.60575521391
OR6K2,218.392556707694,36.314199639045,674.360630546587
OR6K3,32.1197791043279,5.34086013027306,99.1806095545769
OR6N1,81.9090649797354,13.619797735601,252.921736901798
MNDA,383.888856867246,63.8328409270114,1185.3860260529
CADM3,82.0454538208436,13.6424775953652,253.342861236435
DARC,59.0725736269543,9.82255720014669,182.406423215234
OR10J1,272.518469452193,45.314228962117,841.492533323448
CRP,83.2988599471223,13.8508926184081,257.213207655829
FCRL6,170.235487542166,28.3066707049562,525.659285032134
VSIG8,215.980801228952,35.913173601134,666.913528321039
VANGL2,111.586749264168,18.5545905267915,344.561479943146
CD48,118.189612164682,19.6525107915594,364.950058998132
CD244,393.829138131185,65.4857155738009,1216.07980633283
ITLN1,259.53915276312,43.1560612249882,801.41483372425
FCGR3B,534.443767275013,88.8670385949686,1650.27482765396
OLFML2B,130.789090887805,21.747546795157,403.855141728347
DDR2,390.025348491098,64.8532274368156,1204.33389622741
RXRG,126.701471763998,21.0678559115733,391.233469682549
GPA33,704.27005009424,117.105628008426,2174.67234937019
DUSP27,221.9544832162,36.9064753844798,685.359193822104
